x,y_pred
50.0,0.08851701
50.1,0.10805346
50.2,0.11378343
50.3,0.109960794
50.4,0.10358667
50.5,0.09745537
50.6,0.09233919
50.7,0.08830212
50.8,0.08520094
50.9,0.08285696
51.0,0.081108615
51.1,0.079823315
51.2,0.07889628
51.3,0.07824589
51.4,0.07780895
51.5,0.077536166
51.6,0.07738934
51.7,0.077338405
51.8,0.077359915
51.9,0.07743516
52.0,0.07754955
52.1,0.07769146
52.2,0.077851534
52.3,0.0780226
52.4,0.07819884
52.5,0.07837574
52.6,0.0785497
52.7,0.07871809
52.8,0.07887881
52.9,0.07903029
53.0,0.07917139
53.1,0.07930139
53.2,0.07941979
53.3,0.07952623
53.4,0.079620674
53.5,0.07970323
53.6,0.07977394
53.7,0.07983315
53.8,0.079881094
53.9,0.07991816
54.0,0.07994475
54.1,0.079961225
54.2,0.07996804
54.3,0.079965584
54.4,0.07995433
54.5,0.07993472
54.6,0.07990713
54.7,0.07987194
54.8,0.07982964
54.9,0.07978055
55.0,0.07972506
55.1,0.07966348
55.2,0.07959618
55.3,0.079523474
55.4,0.079445645
55.5,0.07936302
55.6,0.07927582
55.7,0.07918435
55.8,0.07908883
55.9,0.07898946
56.0,0.07888648
56.1,0.0787801
56.2,0.0786705
56.3,0.078557804
56.4,0.078442305
56.5,0.07832404
56.6,0.07820321
56.7,0.07807995
56.8,0.07795437
56.9,0.07782659
57.0,0.07769675
57.1,0.077564955
57.2,0.07743126
57.3,0.07729581
57.4,0.077158615
57.5,0.07701984
57.6,0.07687956
57.7,0.07673778
57.8,0.076594576
57.9,0.07645008
58.0,0.076304294
58.1,0.07615725
58.2,0.07600911
58.3,0.07585975
58.4,0.07570934
58.5,0.07555791
58.6,0.07540549
58.7,0.07525207
58.8,0.07509772
58.9,0.07494251
59.0,0.074786425
59.1,0.07462954
59.2,0.074471794
59.3,0.074313246
59.4,0.07415396
59.5,0.073993966
59.6,0.07383314
59.7,0.073671766
59.8,0.07350966
59.9,0.07334685
60.0,0.07318343
60.1,0.073019385
60.2,0.072854705
60.3,0.072689414
60.4,0.072523534
60.5,0.07235709
60.6,0.072190076
60.7,0.07202253
60.8,0.0718544
60.9,0.071685754
61.0,0.07151659
61.1,0.071346894
61.2,0.07117669
61.3,0.071005955
61.4,0.070834786
61.5,0.070663095
61.6,0.07049096
61.7,0.07031826
61.8,0.070145175
61.9,0.06997156
62.0,0.069797575
62.1,0.06962308
62.2,0.06944811
62.3,0.06927274
62.4,0.06909691
62.5,0.068920664
62.6,0.06874397
62.7,0.068566866
62.8,0.06838931
62.9,0.06821136
63.0,0.06803295
63.1,0.067854166
63.2,0.06767495
63.3,0.06749534
63.4,0.06731532
63.5,0.06713487
63.6,0.066954054
63.7,0.06677284
63.8,0.066591196
63.9,0.06640918
64.0,0.066226736
64.1,0.06604395
64.2,0.06586072
64.3,0.06567715
64.4,0.065493196
64.5,0.065308824
64.6,0.06512411
64.7,0.064939
64.8,0.06475349
64.9,0.064567626
65.0,0.064381376
65.1,0.064194754
65.2,0.06400779
65.3,0.06382042
65.4,0.0636327
65.5,0.063444555
65.6,0.0632561
65.7,0.063067324
65.8,0.06287806
65.9,0.06268853
66.0,0.062498607
66.1,0.062308356
66.2,0.0621177
66.3,0.06192674
66.4,0.0617354
66.5,0.0615437
66.6,0.061351642
66.7,0.061159253
66.8,0.06096648
66.9,0.060773376
67.0,0.060579944
67.1,0.060386132
67.2,0.060192022
67.3,0.059997566
67.4,0.059802752
67.5,0.059607588
67.6,0.05941211
67.7,0.05921625
67.8,0.059020072
67.9,0.05882359
68.0,0.058626745
68.1,0.058429614
68.2,0.058232114
68.3,0.058034316
68.4,0.057836182
68.5,0.057637732
68.6,0.057438973
68.7,0.057239845
68.8,0.057040427
68.9,0.05684071
69.0,0.056640677
69.1,0.056440346
69.2,0.05623967
69.3,0.056038715
69.4,0.055837497
69.5,0.055635914
69.6,0.05543404
69.7,0.05523188
69.8,0.055029392
69.9,0.054826673
70.0,0.054623656
70.1,0.054420315
70.2,0.054216713
70.3,0.05401282
70.4,0.05380866
70.5,0.05360423
70.6,0.05339954
70.7,0.05319455
70.8,0.052989297
70.9,0.05278376
71.0,0.052577987
71.1,0.052371986
71.2,0.052165687
71.3,0.051959135
71.4,0.051752355
71.5,0.051545333
71.6,0.051338077
71.7,0.05113058
71.8,0.050922833
71.9,0.050714858
72.0,0.050506648
72.1,0.050298236
72.2,0.05008958
72.3,0.049880713
72.4,0.049671665
72.5,0.049462378
72.6,0.049252912
72.7,0.049043246
72.8,0.04883339
72.9,0.0486233
73.0,0.048413046
73.1,0.048202656
73.2,0.047992032
73.3,0.047781263
73.4,0.047570337
73.5,0.047359258
73.6,0.047147974
73.7,0.04693655
73.8,0.04672501
73.9,0.046513274
74.0,0.04630143
74.1,0.046089463
74.2,0.04587739
74.3,0.045665145
74.4,0.04545281
74.5,0.045240395
74.6,0.045027792
74.7,0.04481516
74.8,0.0446024
74.9,0.044389572
