currency,model,horizon,date,y_pred
EUR,RNN,0.5,2024-09-13,43.78080051214265
EUR,RNN,0.5,2024-09-14,43.646655381568294
EUR,RNN,0.5,2024-09-15,43.612469724941505
EUR,RNN,0.5,2024-09-16,43.6457729228528
EUR,RNN,0.5,2024-09-17,43.659795393815266
EUR,RNN,0.5,2024-09-18,43.66035948443219
EUR,RNN,0.5,2024-09-19,43.65704770198856
EUR,RNN,0.5,2024-09-20,43.653295349549936
EUR,RNN,0.5,2024-09-21,43.65476882864522
EUR,RNN,0.5,2024-09-22,43.6557377448554
EUR,RNN,0.5,2024-09-23,43.65556957265073
EUR,RNN,0.5,2024-09-24,43.65523556493042
EUR,RNN,0.5,2024-09-25,43.65533315061749
EUR,RNN,0.5,2024-09-26,43.6553445564363
EUR,RNN,0.5,2024-09-27,43.65533722247167
EUR,RNN,0.5,2024-09-28,43.6553223463226
EUR,RNN,0.5,2024-09-29,43.65533340510838
EUR,RNN,0.5,2024-09-30,43.655331669943244
EUR,RNN,0.5,2024-10-01,43.655332225196084
EUR,RNN,0.5,2024-10-02,43.65533146172343
EUR,RNN,0.5,2024-10-03,43.655331947569664
EUR,RNN,0.5,2024-10-04,43.655331554265565
EUR,RNN,0.5,2024-10-05,43.655331669943244
EUR,RNN,0.5,2024-10-06,43.65533180875646
EUR,RNN,0.5,2024-10-07,43.65533183189199
EUR,RNN,0.5,2024-10-08,43.655331785620916
EUR,RNN,0.5,2024-10-09,43.65533176248538
EUR,RNN,0.5,2024-10-10,43.655331785620916
EUR,RNN,0.5,2024-10-11,43.655331785620916
EUR,RNN,0.5,2024-10-12,43.655331785620916
EUR,RNN,0.5,2024-10-13,43.655331785620916
EUR,RNN,0.5,2024-10-14,43.655331785620916
EUR,RNN,0.5,2024-10-15,43.655331785620916
EUR,RNN,0.5,2024-10-16,43.65533176248538
EUR,RNN,0.5,2024-10-17,43.65533176248538
EUR,RNN,0.5,2024-10-18,43.65533176248538
EUR,RNN,0.5,2024-10-19,43.65533176248538
EUR,RNN,0.5,2024-10-20,43.655331785620916
EUR,RNN,0.5,2024-10-21,43.65533176248538
EUR,RNN,0.5,2024-10-22,43.655331785620916
EUR,RNN,0.5,2024-10-23,43.655331785620916
EUR,RNN,0.5,2024-10-24,43.655331785620916
EUR,RNN,0.5,2024-10-25,43.655331785620916
EUR,RNN,0.5,2024-10-26,43.655331785620916
EUR,RNN,0.5,2024-10-27,43.655331785620916
EUR,RNN,0.5,2024-10-28,43.655331785620916
EUR,RNN,0.5,2024-10-29,43.65533176248538
EUR,RNN,0.5,2024-10-30,43.655331785620916
EUR,RNN,0.5,2024-10-31,43.65533180875646
EUR,RNN,0.5,2024-11-01,43.655331785620916
EUR,RNN,0.5,2024-11-02,43.65533180875646
EUR,RNN,0.5,2024-11-03,43.655331785620916
EUR,RNN,0.5,2024-11-04,43.655331785620916
EUR,RNN,0.5,2024-11-05,43.65533176248538
EUR,RNN,0.5,2024-11-06,43.655331785620916
EUR,RNN,0.5,2024-11-07,43.65533180875646
EUR,RNN,0.5,2024-11-08,43.655331785620916
EUR,RNN,0.5,2024-11-09,43.655331785620916
EUR,RNN,0.5,2024-11-10,43.655331785620916
EUR,RNN,0.5,2024-11-11,43.655331785620916
EUR,RNN,0.5,2024-11-12,43.655331785620916
EUR,RNN,0.5,2024-11-13,43.655331785620916
EUR,RNN,0.5,2024-11-14,43.65533176248538
EUR,RNN,0.5,2024-11-15,43.655331785620916
EUR,RNN,0.5,2024-11-16,43.65533176248538
EUR,RNN,0.5,2024-11-17,43.655331785620916
EUR,RNN,0.5,2024-11-18,43.655331785620916
EUR,RNN,0.5,2024-11-19,43.655331785620916
EUR,RNN,0.5,2024-11-20,43.655331785620916
EUR,RNN,0.5,2024-11-21,43.655331785620916
EUR,RNN,0.5,2024-11-22,43.655331785620916
EUR,RNN,0.5,2024-11-23,43.655331785620916
EUR,RNN,0.5,2024-11-24,43.65533176248538
EUR,RNN,0.5,2024-11-25,43.655331785620916
EUR,RNN,0.5,2024-11-26,43.655331785620916
EUR,RNN,0.5,2024-11-27,43.655331785620916
EUR,RNN,0.5,2024-11-28,43.655331785620916
EUR,RNN,0.5,2024-11-29,43.65533180875646
EUR,RNN,0.5,2024-11-30,43.65533176248538
EUR,RNN,0.5,2024-12-01,43.655331785620916
EUR,RNN,0.5,2024-12-02,43.655331785620916
EUR,RNN,0.5,2024-12-03,43.655331785620916
EUR,RNN,0.5,2024-12-04,43.655331785620916
EUR,RNN,0.5,2024-12-05,43.655331785620916
EUR,RNN,0.5,2024-12-06,43.655331785620916
EUR,RNN,0.5,2024-12-07,43.655331785620916
EUR,RNN,0.5,2024-12-08,43.65533180875646
EUR,RNN,0.5,2024-12-09,43.655331785620916
EUR,RNN,0.5,2024-12-10,43.65533180875646
EUR,RNN,0.5,2024-12-11,43.655331785620916
EUR,RNN,0.5,2024-12-12,43.655331785620916
EUR,RNN,0.5,2024-12-13,43.655331785620916
EUR,RNN,0.5,2024-12-14,43.655331785620916
EUR,RNN,0.5,2024-12-15,43.655331785620916
EUR,RNN,0.5,2024-12-16,43.655331785620916
EUR,RNN,0.5,2024-12-17,43.655331785620916
EUR,RNN,0.5,2024-12-18,43.655331785620916
EUR,RNN,0.5,2024-12-19,43.65533176248538
EUR,RNN,0.5,2024-12-20,43.655331785620916
EUR,RNN,0.5,2024-12-21,43.655331785620916
EUR,RNN,0.5,2024-12-22,43.655331785620916
EUR,RNN,0.5,2024-12-23,43.655331785620916
EUR,RNN,0.5,2024-12-24,43.655331785620916
EUR,RNN,0.5,2024-12-25,43.655331785620916
EUR,RNN,0.5,2024-12-26,43.655331785620916
EUR,RNN,0.5,2024-12-27,43.655331785620916
EUR,RNN,0.5,2024-12-28,43.655331785620916
EUR,RNN,0.5,2024-12-29,43.655331785620916
EUR,RNN,0.5,2024-12-30,43.655331785620916
EUR,RNN,0.5,2024-12-31,43.655331785620916
EUR,RNN,0.5,2025-01-01,43.655331785620916
EUR,RNN,0.5,2025-01-02,43.655331785620916
EUR,RNN,0.5,2025-01-03,43.655331785620916
EUR,RNN,0.5,2025-01-04,43.655331785620916
EUR,RNN,0.5,2025-01-05,43.65533176248538
EUR,RNN,0.5,2025-01-06,43.65533176248538
EUR,RNN,0.5,2025-01-07,43.65533176248538
EUR,RNN,0.5,2025-01-08,43.65533176248538
EUR,RNN,0.5,2025-01-09,43.655331785620916
EUR,RNN,0.5,2025-01-10,43.65533176248538
EUR,RNN,0.5,2025-01-11,43.65533176248538
EUR,RNN,0.5,2025-01-12,43.65533176248538
EUR,RNN,0.5,2025-01-13,43.65533176248538
EUR,RNN,0.5,2025-01-14,43.65533176248538
EUR,RNN,0.5,2025-01-15,43.655331785620916
EUR,RNN,0.5,2025-01-16,43.655331785620916
EUR,RNN,0.5,2025-01-17,43.655331785620916
EUR,RNN,0.5,2025-01-18,43.655331785620916
