region,model,horizon,date,y_pred
East,MLP,2.0,2027-10-31,14594.554619634782
East,MLP,2.0,2027-11-30,13613.416121748092
East,MLP,2.0,2027-12-31,13815.998669722487
East,MLP,2.0,2028-01-31,13812.0766929714
East,MLP,2.0,2028-02-29,13680.468391708897
East,MLP,2.0,2028-03-31,14277.270546628863
East,MLP,2.0,2028-04-30,14121.09797149308
East,MLP,2.0,2028-05-31,13888.688594078085
East,MLP,2.0,2028-06-30,13739.93577206329
East,MLP,2.0,2028-07-31,13885.483279330085
East,MLP,2.0,2028-08-31,13924.40096982651
East,MLP,2.0,2028-09-30,13945.344477001525
East,MLP,2.0,2028-10-31,13937.909138275005
East,MLP,2.0,2028-11-30,13942.418048044567
East,MLP,2.0,2028-12-31,13920.042438491117
East,MLP,2.0,2029-01-31,13919.734588300415
East,MLP,2.0,2029-02-28,13923.137136817548
East,MLP,2.0,2029-03-31,13932.734599016047
East,MLP,2.0,2029-04-30,13931.604041652878
East,MLP,2.0,2029-05-31,13930.259344768938
East,MLP,2.0,2029-06-30,13928.333901819919
East,MLP,2.0,2029-07-31,13928.331182713013
East,MLP,2.0,2029-08-31,13927.94707930687
East,MLP,2.0,2029-09-30,13928.851950796747
East,MLP,2.0,2029-10-31,13929.036731844391
East,MLP,2.0,2029-11-30,13929.165869718807
East,MLP,2.0,2029-12-31,13928.823971580747
East,MLP,2.0,2030-01-31,13928.727305359831
East,MLP,2.0,2030-02-28,13928.706616502928
East,MLP,2.0,2030-03-31,13928.795125403123
East,MLP,2.0,2030-04-30,13928.812109969454
East,MLP,2.0,2030-05-31,13928.850413910233
East,MLP,2.0,2030-06-30,13928.820503734256
East,MLP,2.0,2030-07-31,13928.809509084587
East,MLP,2.0,2030-08-31,13928.79571651332
East,MLP,2.0,2030-09-30,13928.80277042834
East,MLP,2.0,2030-10-31,13928.808602715619
East,MLP,2.0,2030-11-30,13928.813449819236
East,MLP,2.0,2030-12-31,13928.810809527022
East,MLP,2.0,2031-01-31,13928.81037604621
East,MLP,2.0,2031-02-28,13928.807775161342
East,MLP,2.0,2031-03-31,13928.8082480495
East,MLP,2.0,2031-04-30,13928.808681530312
East,MLP,2.0,2031-05-31,13928.809390862549
East,MLP,2.0,2031-06-30,13928.809430269896
East,MLP,2.0,2031-07-31,13928.809351455202
East,MLP,2.0,2031-08-31,13928.80903619643
East,MLP,2.0,2031-09-30,13928.80903619643
East,MLP,2.0,2031-10-31,13928.808996789083
East,MLP,2.0,2031-11-30,13928.80915441847
East,MLP,2.0,2031-12-31,13928.80915441847
East,MLP,2.0,2032-01-31,13928.809115011123
East,MLP,2.0,2032-02-29,13928.80915441847
East,MLP,2.0,2032-03-31,13928.809115011123
East,MLP,2.0,2032-04-30,13928.809115011123
East,MLP,2.0,2032-05-31,13928.80915441847
East,MLP,2.0,2032-06-30,13928.809115011123
East,MLP,2.0,2032-07-31,13928.809115011123
East,MLP,2.0,2032-08-31,13928.809115011123
East,MLP,2.0,2032-09-30,13928.809115011123
East,MLP,2.0,2032-10-31,13928.809115011123
East,MLP,2.0,2032-11-30,13928.809115011123
East,MLP,2.0,2032-12-31,13928.809115011123
East,MLP,2.0,2033-01-31,13928.809115011123
East,MLP,2.0,2033-02-28,13928.809115011123
East,MLP,2.0,2033-03-31,13928.809115011123
