region,model,horizon,date,y_pred
South,RNN,1.0,2027-10-31,8814.9679415397
South,RNN,1.0,2027-11-30,9429.631449543002
South,RNN,1.0,2027-12-31,9259.230671225305
South,RNN,1.0,2028-01-31,9311.653616249108
South,RNN,1.0,2028-02-29,9237.205822590637
South,RNN,1.0,2028-03-31,9327.459404293304
South,RNN,1.0,2028-04-30,9280.659116449815
South,RNN,1.0,2028-05-31,9296.242442363106
South,RNN,1.0,2028-06-30,9283.30579379177
South,RNN,1.0,2028-07-31,9293.473282787072
South,RNN,1.0,2028-08-31,9289.21293173981
South,RNN,1.0,2028-09-30,9291.155907941526
South,RNN,1.0,2028-10-31,9290.358355589811
South,RNN,1.0,2028-11-30,9290.731199194077
South,RNN,1.0,2028-12-31,9290.440223849335
South,RNN,1.0,2029-01-31,9290.655185201156
South,RNN,1.0,2029-02-28,9290.549625456475
South,RNN,1.0,2029-03-31,9290.600301451756
South,RNN,1.0,2029-04-30,9290.570389808332
South,RNN,1.0,2029-05-31,9290.58731229773
South,RNN,1.0,2029-06-30,9290.578165006164
South,RNN,1.0,2029-07-31,9290.583196016525
South,RNN,1.0,2029-08-31,9290.580726247803
South,RNN,1.0,2029-09-30,9290.58200686862
South,RNN,1.0,2029-10-31,9290.581183612381
South,RNN,1.0,2029-11-30,9290.58182392279
South,RNN,1.0,2029-12-31,9290.581458031127
South,RNN,1.0,2030-01-31,9290.58164097696
South,RNN,1.0,2030-02-28,9290.581549504042
South,RNN,1.0,2030-03-31,9290.58164097696
South,RNN,1.0,2030-04-30,9290.581458031127
South,RNN,1.0,2030-05-31,9290.581549504042
South,RNN,1.0,2030-06-30,9290.581549504042
